volume_id,layer_id,module_id,raw_id,cx,cy,cz,rot_xu,rot_xv,rot_rot_xw,rot_yu,module_t,module_minhu,module_maxhu,module_hv,pitch_u,pitch_v
2,1,1,303063046,-3.0925,0.999479,-18.8625,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303063049,-3.0925,0.999479,-12.2175,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,2,303063050,-3.0925,0.999479,-14.4225,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303063053,-3.0925,0.999479,-7.7775,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,3,303063054,-3.0925,0.999479,-9.9825,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303063057,-3.0925,0.999479,-3.3375,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,4,303063058,-3.0925,0.999479,-5.5425,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303063061,-3.0925,0.999479,1.1025,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,5,303063062,-3.0925,0.999479,-1.1025,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303063065,-3.0925,0.999479,5.5425,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,6,303063066,-3.0925,0.999479,3.3375,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
2,1,7,303063069,-3.0925,0.999479,9.9825,0.307532,0.951538,5.66554e-16,-9.53153e-17,0.0075,-0.84,0.84,1.08,0.0025,0.01
